CNES - Recursos Humanos - Ocupações - segundo CBO 2002 - Brasil
Total por Município e Ano/mês compet.
Profissionais selecionados: .. Clínico Geral
Período:Dez/2007, Dez/2008, Dez/2009, Dez/2010, Dez/2011, Dez/2012, Dez/2013, Dez/2014, Nov/2015, Dez/2016, Dez/2017, Dez/2018, Dez/2019, Dez/2020
"Município";"2007/Dez";"2008/Dez";"2009/Dez";"2010/Dez";"2011/Dez";"2012/Dez";"2013/Dez";"2014/Dez";"2015/Nov";"2016/Dez";"2017/Dez";"2018/Dez";"2019/Dez";"2020/Dez"
"500230 Brasilândia";10;10;11;12;10;12;20;15;12;11;12;14;22;21
"500240 Caarapó";18;18;24;22;25;28;34;30;30;32;35;35;40;42
"500260 Camapuã";15;14;18;11;13;15;14;22;18;15;19;17;15;22
"500270 Campo Grande";1117;1232;1293;1403;1299;1417;1482;1611;1402;1850;2310;2568;3456;3499
"500280 Caracol";3;2;3;3;2;3;4;5;3;4;4;5;3;2
"500290 Cassilândia";26;21;25;23;25;21;22;22;23;25;29;32;35;37
"500295 Chapadão do Sul";6;7;13;22;22;21;26;27;26;35;34;39;21;30
"500310 Corguinho";3;3;3;3;2;1;1;1;1;3;4;4;2;2
"500315 Coronel Sapucaia";4;3;5;6;6;9;9;6;6;5;8;7;10;9
"500320 Corumbá";75;103;111;122;117;130;140;137;141;139;159;169;195;195
"500325 Costa Rica";11;10;17;14;17;21;34;33;28;30;30;30;33;36
"500330 Coxim";25;24;25;27;27;29;30;32;32;45;44;41;42;52
"500345 Deodápolis";11;17;12;10;13;10;7;11;15;11;16;21;14;14
"500348 Dois Irmãos do Buriti";6;16;25;25;16;17;14;10;8;6;5;4;5;9
"500350 Douradina";-;-;-;1;1;1;1;1;1;1;1;1;3;3
"500370 Dourados";135;222;418;429;403;437;482;514;549;585;698;719;725;653
"500375 Eldorado";6;7;5;6;6;7;11;8;5;5;6;10;12;14
"500380 Fátima do Sul";17;13;20;25;24;24;27;32;29;29;29;30;39;42
"500390 Figueirão";-;-;1;1;2;2;2;1;3;2;3;6;5;3
"500400 Glória de Dourados";9;12;10;8;9;10;13;14;15;20;20;20;9;9
"500410 Guia Lopes da Laguna";8;14;14;10;9;11;13;14;9;9;8;9;10;10
"500430 Iguatemi";9;14;13;8;11;9;7;10;10;9;11;13;13;14
"500440 Inocência";6;6;6;5;6;6;7;5;5;5;5;6;7;12
"500450 Itaporã";8;9;10;13;13;14;13;17;16;21;25;24;24;23
"500460 Itaquiraí";4;5;5;4;4;5;6;7;7;7;8;6;8;8
"500470 Ivinhema";12;16;13;8;13;17;15;16;16;25;20;40;45;38
"500480 Japorã";1;1;1;4;4;4;3;3;2;2;2;2;2;3
"500490 Jaraguari";-;2;3;4;3;2;3;2;1;1;2;4;2;9
"500500 Jardim";34;23;26;26;21;19;20;24;28;31;23;21;18;28
"500510 Jateí";5;4;5;5;5;7;10;14;12;13;23;18;16;13
"500515 Juti";2;4;3;5;6;5;4;4;4;5;8;6;5;6
"500520 Ladário";4;4;3;6;12;3;4;9;3;2;10;7;31;53
"500525 Laguna Carapã";1;4;4;5;5;8;6;5;5;7;6;9;8;11
"500540 Maracaju";31;34;41;41;28;34;27;30;31;40;37;35;38;41
"500560 Miranda";18;27;23;29;18;18;30;30;18;25;21;25;23;32
"500568 Mundo Novo";12;13;9;7;6;6;8;6;6;6;7;7;6;8
"500570 Naviraí";12;17;26;42;47;47;48;54;52;59;61;60;61;67
"500580 Nioaque";7;10;12;4;1;1;6;8;5;5;6;13;6;9
"500600 Nova Alvorada do Sul";4;9;14;23;19;26;18;17;23;15;22;22;27;32
"500620 Nova Andradina";42;40;37;38;46;48;56;51;53;58;63;83;82;98
"500625 Novo Horizonte do Sul";5;8;4;2;2;3;2;2;3;2;3;5;3;4
"500627 Paraíso das Águas";-;-;-;-;-;-;-;2;3;3;1;3;7;9
"500630 Paranaíba";28;30;45;43;40;41;41;45;48;48;44;45;43;46
"500635 Paranhos";4;8;9;9;9;14;12;15;14;13;15;12;15;14
"500640 Pedro Gomes";7;4;6;4;4;4;5;7;5;7;6;5;4;4
"500660 Ponta Porã";32;39;36;41;47;51;49;62;73;72;85;85;97;115
"500690 Porto Murtinho";4;7;5;9;6;12;13;15;13;10;14;11;20;15
"500710 Ribas do Rio Pardo";7;11;11;12;17;23;19;18;16;17;24;15;22;24
"500720 Rio Brilhante";23;27;30;27;26;23;32;35;40;44;56;66;57;103
"500730 Rio Negro";2;1;3;5;6;6;4;6;5;5;4;5;6;6
"500740 Rio Verde de Mato Grosso";20;21;17;25;24;21;24;17;15;18;17;19;21;17
"500750 Rochedo";5;4;-;3;4;4;4;5;5;5;4;3;3;6
"500755 Santa Rita do Pardo";6;6;6;7;6;7;7;8;6;3;4;5;5;5
"500769 São Gabriel do Oeste";27;30;29;31;28;36;34;28;39;30;27;28;27;23
"500780 Selvíria";3;3;6;4;4;4;-;2;2;1;3;4;10;11
"500770 Sete Quedas";4;4;5;5;6;6;6;7;9;6;6;4;2;5
"500790 Sidrolândia";24;22;22;24;20;25;25;24;33;33;45;50;32;49
"500793 Sonora";3;6;6;8;7;8;9;8;8;7;8;9;10;8
"500795 Tacuru";5;5;4;8;9;8;8;7;7;2;5;6;8;9
"500797 Taquarussu";4;7;5;4;4;5;6;5;5;5;4;7;5;8
"500800 Terenos";16;14;8;14;13;9;7;10;9;14;13;19;24;23
"500830 Três Lagoas";51;89;127;150;126;140;172;195;199;218;221;227;222;252
"500840 Vicentina";7;7;6;6;5;5;5;5;5;5;11;10;11;10
"510010 Acorizal";1;1;1;2;2;2;-;-;1;-;2;2;2;1
"510020 Água Boa";20;14;21;23;17;18;22;22;20;20;18;20;25;27
"510025 Alta Floresta";24;24;28;30;27;29;28;34;41;32;35;49;52;67
"510030 Alto Araguaia";7;6;7;10;9;9;7;10;10;11;13;17;19;20
"510035 Alto Boa Vista";1;1;-;-;1;1;1;1;1;2;2;2;2;4
"510040 Alto Garças";3;4;5;6;5;7;5;5;4;4;6;7;6;7
"510050 Alto Paraguai";4;2;-;-;-;-;1;1;2;3;2;2;3;3
"510060 Alto Taquari";1;1;6;3;4;3;4;3;2;2;2;3;2;4
"510080 Apiacás";2;2;3;3;4;3;5;5;5;5;5;5;4;4
"510100 Araguaiana";3;1;2;1;1;2;3;2;3;2;2;2;2;3
"510120 Araguainha";-;-;-;-;1;1;1;-;-;-;-;-;-;-
"510125 Araputanga";9;10;9;5;6;7;6;8;7;8;8;9;4;5
"510130 Arenápolis";5;4;3;5;7;4;7;6;4;8;10;8;2;11
"510140 Aripuanã";7;4;5;4;5;7;6;6;9;8;12;8;8;11
"510160 Barão de Melgaço";2;2;1;-;1;2;3;2;3;3;2;2;3;4
"510170 Barra do Bugres";19;22;22;21;22;19;31;34;24;22;25;27;24;18
"510180 Barra do Garças";49;49;59;56;57;53;51;54;66;71;70;85;94;104
"510185 Bom Jesus do Araguaia";-;-;-;-;1;1;2;2;4;5;2;2;2;5
"510190 Brasnorte";2;2;1;4;3;4;4;6;10;6;8;7;5;7
"510250 Cáceres";46;100;107;105;105;105;102;104;78;97;101;105;99;118
"510260 Campinápolis";7;4;6;7;4;6;6;6;7;10;6;9;7;7
"510263 Campo Novo do Parecis";15;22;22;21;21;19;26;19;24;24;21;24;22;26
"510267 Campo Verde";18;20;24;30;28;32;30;26;27;32;34;31;32;36
"510268 Campos de Júlio";2;2;2;4;5;4;3;4;5;5;5;5;7;8
"510269 Canabrava do Norte";-;-;1;-;-;-;-;-;-;1;2;2;3;3
"510270 Canarana";10;10;12;9;13;14;14;22;22;15;17;18;29;45
"510279 Carlinda";5;4;4;7;4;5;4;5;2;2;1;3;4;6
"510285 Castanheira";-;-;2;2;2;2;2;3;2;2;2;2;5;5
"510300 Chapada dos Guimarães";5;6;5;9;10;9;10;6;5;5;5;4;5;12
"510305 Cláudia";3;3;3;2;3;3;3;3;4;5;6;5;8;14
"510310 Cocalinho";2;2;1;3;2;2;3;2;2;3;4;4;2;4
"510320 Colíder";19;26;25;34;28;24;26;28;29;21;23;31;34;50
"510325 Colniza";2;4;5;6;8;5;5;8;10;10;11;12;10;8
"510330 Comodoro";4;7;6;7;9;7;6;5;4;6;5;4;5;7
"510335 Confresa";9;8;10;13;8;7;8;6;7;8;11;8;11;12
"510336 Conquista D'Oeste";1;1;-;2;3;3;5;3;2;2;6;7;7;6
"510337 Cotriguaçu";3;6;4;4;4;4;5;5;4;3;3;4;6;7
"510340 Cuiabá";509;719;712;762;670;668;721;807;765;731;768;787;843;1230
"510343 Curvelândia";-;-;1;2;1;1;1;1;2;1;-;-;2;2
"510345 Denise";4;4;3;4;2;2;2;4;5;5;5;4;3;3
"510350 Diamantino";13;12;20;21;19;22;22;19;19;18;18;19;22;26
"510360 Dom Aquino";2;2;3;4;4;4;3;3;3;3;3;2;2;3
"510370 Feliz Natal";3;2;2;3;2;3;4;4;4;6;5;5;6;3
"510380 Figueirópolis D'Oeste";-;-;1;1;1;-;2;1;-;-;2;2;2;2
"510385 Gaúcha do Norte";1;1;3;2;2;2;3;1;2;3;6;2;6;6
"510390 General Carneiro";2;1;2;2;2;3;5;5;4;4;4;4;4;4
"510395 Glória D'Oeste";1;-;2;2;-;-;-;-;-;-;-;-;2;8
"510410 Guarantã do Norte";13;13;12;8;10;9;10;12;11;9;17;15;16;16
"510420 Guiratinga";3;3;5;6;6;6;6;8;6;7;8;8;8;9
"510450 Indiavaí";-;-;1;1;1;1;1;1;1;1;1;1;1;1
"510452 Ipiranga do Norte";-;-;2;3;1;2;2;3;3;3;4;4;4;11
"510454 Itanhangá";3;4;4;4;4;4;4;4;5;5;4;4;4;7
"510455 Itaúba";3;5;3;4;4;4;3;3;4;3;3;4;4;4
"510460 Itiquira";2;5;3;4;5;4;5;6;6;9;12;11;12;13
"510480 Jaciara";10;9;16;18;17;17;18;16;15;13;16;10;19;31
"510490 Jangada";1;1;1;1;-;-;1;1;3;3;5;4;6;6
"510500 Jauru";4;3;3;4;5;5;4;6;4;4;6;6;6;8
"510510 Juara";23;23;27;34;30;32;32;27;32;26;27;29;44;40
"510515 Juína";23;29;28;31;26;33;26;24;33;39;36;41;37;35
"510517 Juruena";2;5;5;2;4;2;4;4;4;3;5;4;4;8
"510520 Juscimeira";7;4;4;4;4;5;5;6;7;7;6;6;7;7
"510523 Lambari D'Oeste";1;1;4;4;4;2;4;4;3;2;6;4;1;3
"510525 Lucas do Rio Verde";15;21;26;27;30;32;39;35;44;51;54;67;80;105
"510530 Luciara";1;-;-;2;2;-;-;1;2;3;2;2;3;2
"510558 Marcelândia";6;6;4;3;4;4;5;3;5;5;4;4;5;4
"510560 Matupá";11;11;11;14;16;12;12;11;12;13;13;17;14;15
"510562 Mirassol d'Oeste";16;15;18;19;16;8;14;21;24;29;28;30;35;31
"510590 Nobres";8;8;11;16;13;15;11;10;13;13;11;9;8;12
"510600 Nortelândia";6;5;3;4;5;3;4;4;4;4;8;7;10;5
"510610 Nossa Senhora do Livramento";6;13;15;22;12;13;9;9;10;14;13;13;14;17
"510615 Nova Bandeirantes";2;2;4;4;4;4;2;2;3;1;2;2;4;4
"510620 Nova Brasilândia";2;2;3;3;4;3;3;4;4;3;5;5;5;5
"510621 Nova Canaã do Norte";2;2;2;3;6;5;9;7;4;6;4;2;6;5
"510880 Nova Guarita";-;3;1;1;1;1;1;1;1;1;2;2;2;3
"510618 Nova Lacerda";-;-;-;-;-;-;-;-;1;1;2;4;4;2
"510885 Nova Marilândia";-;-;-;2;1;2;2;3;1;1;1;2;4;3
"510890 Nova Maringá";2;2;2;3;4;4;4;4;4;3;3;6;4;6
"510895 Nova Monte Verde";3;4;6;2;3;4;2;3;4;3;3;3;3;3
"510622 Nova Mutum";9;15;20;23;27;26;26;29;35;43;48;86;58;73
"510617 Nova Nazaré";1;1;1;1;1;1;-;-;-;-;-;-;1;1
"510623 Nova Olímpia";10;13;14;14;10;10;9;11;14;14;13;11;12;9
"510619 Nova Santa Helena";-;-;-;-;-;-;-;2;1;1;1;1;2;2
"510624 Nova Ubiratã";3;3;4;3;3;1;5;4;6;7;5;4;4;7
"510625 Nova Xavantina";9;8;8;11;10;10;11;11;12;14;13;14;14;14
"510627 Novo Horizonte do Norte";2;2;2;2;3;4;2;3;4;4;4;5;3;5
"510626 Novo Mundo";1;1;2;1;-;-;1;1;2;2;2;2;4;4
"510631 Novo Santo Antônio";-;-;-;-;-;1;-;-;-;2;3;2;1;1
"510628 Novo São Joaquim";2;2;6;8;9;4;6;4;5;4;5;5;4;5
"510629 Paranaíta";3;7;7;7;5;10;10;9;9;9;9;7;6;27
"510630 Paranatinga";1;2;9;10;13;13;13;16;15;13;16;14;17;18
"510637 Pedra Preta";9;10;9;10;10;10;12;12;12;14;12;15;12;14
"510642 Peixoto de Azevedo";9;12;13;9;13;10;16;15;14;16;15;15;18;22
"510645 Planalto da Serra";-;-;1;1;2;4;2;2;2;2;2;3;3;2
"510650 Poconé";11;17;11;12;12;11;12;12;17;17;15;14;13;15
"510665 Pontal do Araguaia";2;2;3;3;3;3;2;2;1;2;6;3;2;3
"510670 Ponte Branca";2;1;2;3;3;4;5;5;5;4;3;3;3;3
"510675 Pontes e Lacerda";14;19;26;24;26;29;30;26;24;22;25;26;31;37
"510677 Porto Alegre do Norte";7;5;5;5;5;6;8;7;6;5;4;5;5;5
"510680 Porto dos Gaúchos";2;4;3;3;3;2;4;6;4;4;5;5;4;4
"510682 Porto Esperidião";1;1;2;2;2;2;1;-;4;4;7;4;3;3
"510685 Porto Estrela";1;1;2;3;3;3;4;2;2;2;3;4;2;4
"510700 Poxoréo";5;2;5;6;8;10;9;17;18;15;15;13;11;14
"510704 Primavera do Leste";28;56;52;59;67;74;94;91;106;133;112;138;137;142
"510706 Querência";10;10;10;11;12;12;14;12;17;18;20;19;21;23
"510715 Reserva do Cabaçal";1;2;3;2;2;2;2;3;2;2;2;3;1;1
"510718 Ribeirão Cascalheira";4;4;3;4;2;2;5;6;5;7;9;6;6;7
"510719 Ribeirãozinho";3;2;2;4;4;4;4;3;5;5;4;3;4;5
"510720 Rio Branco";1;1;2;3;3;3;3;3;3;3;4;3;3;3
"510757 Rondolândia";-;-;1;-;-;-;-;1;2;-;1;-;2;2
"510760 Rondonópolis";102;150;190;199;202;195;240;254;245;255;294;340;407;458
"510770 Rosário Oeste";9;9;5;4;5;8;6;6;5;4;10;11;8;10
"510775 Salto do Céu";1;1;5;4;3;2;3;3;4;4;4;5;5;5
"510724 Santa Carmem";1;2;-;1;2;4;3;4;4;4;3;5;6;8
"510774 Santa Cruz do Xingu";-;1;1;1;-;-;1;2;1;1;1;1;1;2
"510776 Santa Rita do Trivelato";1;2;1;2;2;2;3;1;2;2;5;5;5;5
"510777 Santa Terezinha";1;1;2;3;3;3;3;2;6;8;10;4;5;4
"510726 Santo Afonso";2;-;-;-;-;-;1;1;1;1;1;2;-;2
"510779 Santo Antônio do Leste";2;1;2;2;1;1;1;1;2;2;2;3;3;3
"510780 Santo Antônio do Leverger";7;9;5;7;5;7;9;13;12;5;6;4;5;5
"510785 São Félix do Araguaia";7;6;5;8;8;8;4;3;8;8;7;8;9;11
"510729 São José do Povo";3;3;3;3;2;2;2;2;2;2;3;2;4;4
"510730 São José do Rio Claro";13;11;12;11;11;12;10;12;12;12;11;14;16;18
"510735 São José do Xingu";1;1;1;2;1;2;2;1;1;2;4;4;3;2
"510710 São José dos Quatro Marcos";7;9;12;10;10;10;10;9;9;9;9;14;11;14
"510787 Sapezal";10;15;19;18;22;27;26;29;32;29;28;37;48;43
"510788 Serra Nova Dourada";1;1;-;1;1;1;1;1;2;1;-;-;-;-
"510790 Sinop";31;40;44;48;45;54;79;85;91;137;165;157;218;284
"510792 Sorriso";29;51;60;69;69;68;69;73;85;80;88;87;100;128
"510794 Tabaporã";4;5;7;5;4;6;4;4;2;4;3;5;4;6
"510795 Tangará da Serra";44;53;72;77;80;83;78;67;88;97;108;107;118;191
"510800 Tapurah";3;3;4;6;6;6;5;6;6;6;7;7;9;8
"510805 Terra Nova do Norte";4;5;5;3;4;6;7;6;4;6;4;6;6;4
"510810 Tesouro";1;2;2;4;3;3;3;2;3;3;2;2;4;2
"510820 Torixoréu";2;2;4;3;3;3;3;4;4;2;5;5;4;6
"510830 União do Sul";1;2;2;2;2;2;2;2;3;4;4;5;7;4
"510835 Vale de São Domingos";-;-;-;-;-;-;-;-;1;2;2;2;2;2
"510840 Várzea Grande";99;122;125;134;123;119;124;115;124;154;173;185;243;322
"510850 Vera";8;4;8;8;8;5;6;6;6;6;8;5;5;5
"510550 Vila Bela da Santíssima Trindade";5;5;4;5;3;5;7;7;7;9;7;7;8;9
"510860 Vila Rica";6;6;8;7;6;5;7;7;7;9;7;9;8;12
"520005 Abadia de Goiás";-;1;2;3;4;4;5;5;4;2;3;11;15;18
"520010 Abadiânia";12;9;14;12;3;3;6;8;2;2;7;8;9;15
"520013 Acreúna";8;10;9;14;15;11;15;14;17;11;14;13;15;15
"520015 Adelândia";4;4;4;3;-;-;-;-;-;-;-;1;3;3
"520017 Água Fria de Goiás";2;4;3;2;2;2;2;2;2;2;3;3;4;4
"520020 Água Limpa";1;1;1;1;1;1;1;3;2;2;1;1;2;3
"520025 Águas Lindas de Goiás";15;10;39;24;24;17;34;40;37;36;43;55;65;65
"520030 Alexânia";15;13;14;16;14;19;14;15;23;19;28;22;20;30
"520050 Aloândia";3;3;3;3;3;3;3;2;2;2;3;5;2;4
"520055 Alto Horizonte";-;1;1;1;2;1;3;2;2;4;2;3;2;3
"520060 Alto Paraíso de Goiás";7;6;6;6;6;9;6;7;7;5;11;7;9;6
"520080 Alvorada do Norte";5;4;5;4;2;3;2;4;5;6;5;6;6;4
"520082 Amaralina";1;1;1;1;1;1;1;1;1;1;1;1;1;1
"520085 Americano do Brasil";3;4;4;5;5;9;4;4;3;3;3;4;6;5
"520090 Amorinópolis";3;5;5;4;4;4;4;4;4;3;6;4;5;6
"520110 Anápolis";335;389;562;590;478;515;439;509;493;528;471;436;489;572
"520120 Anhanguera";-;-;-;-;1;1;1;1;1;1;1;1;1;1
"520130 Anicuns";13;10;11;15;10;7;12;9;9;8;9;10;9;9
"520140 Aparecida de Goiânia";136;192;192;236;208;255;257;226;271;321;384;405;550;578
"520145 Aparecida do Rio Doce";2;2;1;1;1;1;1;1;1;1;2;1;1;1
"520150 Aporé";2;2;2;2;2;2;2;2;1;1;1;2;2;3
"520160 Araçu";2;2;1;1;2;2;1;2;3;3;3;2;4;5
"520170 Aragarças";7;11;12;16;12;11;15;13;12;10;11;13;13;15
"520180 Aragoiânia";5;5;4;4;5;4;5;7;5;5;6;10;8;10
"520215 Araguapaz";3;3;4;4;4;3;7;7;7;5;4;5;5;4
"520235 Arenópolis";2;1;1;1;2;1;4;2;3;6;2;1;2;5
"520250 Aruanã";4;4;3;3;5;10;7;8;6;6;7;7;6;8
"520260 Aurilândia";2;2;2;2;-;-;-;1;3;3;2;2;1;2
"520280 Avelinópolis";4;4;4;1;4;4;2;4;3;3;1;2;2;5
"520310 Baliza";1;1;1;-;-;-;-;-;-;-;2;1;3;3
"520320 Barro Alto";4;5;6;7;6;6;5;10;9;10;14;13;14;16
"520330 Bela Vista de Goiás";18;14;17;12;20;29;25;21;17;16;28;25;23;34
"520340 Bom Jardim de Goiás";4;6;5;6;5;6;9;9;6;5;7;6;6;5
"520350 Bom Jesus de Goiás";12;8;11;11;9;10;12;13;13;18;21;19;17;19
"520355 Bonfinópolis";4;6;7;5;8;6;5;9;11;11;4;5;3;6
"520357 Bonópolis";1;1;1;2;2;2;1;2;2;2;1;-;-;2
"520360 Brazabrantes";3;3;5;5;3;6;3;2;3;2;2;3;1;3
"520380 Britânia";2;2;5;4;4;5;7;7;6;3;3;3;4;4
"520390 Buriti Alegre";6;5;7;6;5;5;5;8;8;8;6;7;10;11
"520393 Buriti de Goiás";3;3;2;2;4;2;2;1;1;2;1;1;1;1
"520396 Buritinópolis";-;-;-;1;1;1;1;1;1;1;2;2;1;1
"520400 Cabeceiras";3;3;7;4;3;3;2;5;5;5;6;5;7;8
"520410 Cachoeira Alta";4;3;3;2;3;2;2;2;3;3;5;6;5;7
"520420 Cachoeira de Goiás";1;1;-;-;-;-;-;-;-;1;-;-;-;-
"520425 Cachoeira Dourada";5;5;6;6;6;7;9;13;8;9;12;14;18;13
"520430 Caçu";3;3;5;6;5;7;4;6;7;7;7;10;7;8
"520440 Caiapônia";13;14;16;17;16;12;13;9;12;13;12;9;11;9
"520450 Caldas Novas";79;102;74;95;76;77;99;95;87;98;86;96;97;101
"520455 Caldazinha";1;1;2;1;1;-;1;-;-;-;-;1;-;-
"520460 Campestre de Goiás";1;2;2;-;-;-;-;-;-;-;-;-;1;1
"520465 Campinaçu";4;1;1;3;2;7;5;5;4;4;7;7;7;2
"520470 Campinorte";4;1;3;4;3;3;4;5;5;4;6;8;8;9
"520480 Campo Alegre de Goiás";4;5;9;8;5;5;7;7;6;7;7;9;9;8
"520485 Campo Limpo de Goiás";1;1;1;-;-;1;2;2;2;2;1;4;3;2
"520490 Campos Belos";13;14;17;16;16;12;13;13;14;15;13;21;17;11
"520495 Campos Verdes";3;3;2;3;4;4;4;2;3;2;3;2;2;4
"520500 Carmo do Rio Verde";4;5;2;2;1;1;3;2;3;3;3;3;1;2
"520505 Castelândia";2;2;2;2;2;2;3;3;2;5;6;9;5;4
"520510 Catalão";121;131;126;130;142;166;183;203;211;251;269;249;274;287
"520520 Caturaí";1;1;1;1;2;2;2;7;3;6;3;2;4;6
"520530 Cavalcante";1;1;5;4;7;5;3;1;3;6;9;3;2;4
"520540 Ceres";25;28;34;46;44;54;69;65;67;70;78;90;90;109
"520545 Cezarina";5;6;6;7;5;8;6;3;3;4;3;3;3;5
"520547 Chapadão do Céu";3;3;5;4;7;8;6;7;8;9;7;10;14;18
"520549 Cidade Ocidental";30;30;30;29;35;27;26;30;21;20;32;38;49;45
"520551 Cocalzinho de Goiás";12;4;13;15;8;8;6;11;8;6;6;5;8;13
"520552 Colinas do Sul";3;4;6;12;7;5;3;2;2;2;4;4;4;9
"520570 Córrego do Ouro";-;2;2;2;2;2;2;4;2;1;2;2;2;2
"520580 Corumbá de Goiás";2;2;3;3;2;9;5;7;5;9;10;6;14;19
"520590 Corumbaíba";5;5;8;10;9;11;8;11;11;9;5;7;6;10
"520620 Cristalina";15;16;19;15;21;22;23;29;31;41;40;43;29;34
"520630 Cristianópolis";3;3;4;3;3;3;3;4;4;4;4;4;4;4
"520640 Crixás";17;18;21;18;16;14;14;17;14;18;14;15;22;26
"520650 Cromínia";5;4;6;4;3;4;4;2;2;3;3;5;5;6
"520660 Cumari";2;3;3;3;2;2;2;1;1;1;2;3;3;5
"520670 Damianópolis";1;1;1;1;1;2;1;1;1;1;1;1;1;2
"520680 Damolândia";1;1;1;2;2;2;2;2;3;2;6;7;3;6
"520690 Davinópolis";1;1;-;-;-;-;1;2;2;2;1;1;1;1
"520710 Diorama";5;5;4;5;5;2;4;5;3;3;2;3;4;6
"520830 Divinópolis de Goiás";1;1;1;1;3;3;3;3;3;3;3;4;3;5
"520725 Doverlândia";3;3;2;-;1;1;5;5;5;5;4;4;5;3
"520735 Edealina";2;1;2;2;3;5;1;1;-;1;1;1;1;2
"520740 Edéia";9;6;7;7;12;15;13;13;20;17;15;17;19;20
"520750 Estrela do Norte";1;1;1;1;1;1;2;3;2;2;3;3;3;4
"520753 Faina";3;4;5;6;5;2;2;6;3;2;4;3;5;3
"520760 Fazenda Nova";2;1;2;3;2;2;2;2;3;5;4;7;6;4
"520780 Firminópolis";5;8;11;8;3;3;3;2;4;4;3;3;6;8
"520790 Flores de Goiás";3;1;2;3;3;4;3;4;2;6;8;10;8;12
"520800 Formosa";44;41;47;44;49;51;44;50;59;69;93;90;86;96
"520810 Formoso";2;2;2;2;2;2;2;2;3;2;3;4;4;4
"520815 Gameleira de Goiás";1;1;2;1;1;1;2;4;1;-;1;-;1;5
"520840 Goianápolis";7;7;6;10;9;9;8;9;7;9;7;5;9;10
"520850 Goiandira";6;8;8;8;6;7;9;9;8;3;10;11;9;9
"520860 Goianésia";80;87;114;120;83;85;75;86;97;115;120;133;147;140
"520870 Goiânia";1038;1337;1553;1741;1535;1662;2025;2164;2254;2389;2465;2306;2380;2804
"520880 Goianira";10;14;16;16;17;18;8;8;14;13;12;24;27;26
"520890 Goiás";31;27;26;31;23;23;36;38;34;30;41;40;26;33
"520910 Goiatuba";28;33;42;32;26;26;26;26;29;36;39;52;51;55
"520915 Gouvelândia";1;1;2;2;2;2;3;4;4;3;3;5;2;4
"520920 Guapó";4;5;5;5;5;4;7;7;8;3;3;6;6;5
"520929 Guaraíta";1;1;1;1;1;1;1;1;1;1;1;1;1;3
"520940 Guarani de Goiás";-;-;-;1;1;1;-;1;2;2;3;1;2;2
"520945 Guarinos";-;-;1;1;1;-;-;-;1;1;2;3;1;1
"520960 Heitoraí";2;2;2;2;2;2;3;2;2;2;3;4;4;5
"520970 Hidrolândia";4;5;5;7;7;10;10;11;12;16;14;13;13;12
"520980 Hidrolina";2;2;2;2;2;3;2;4;3;2;3;2;4;6
"520990 Iaciara";3;4;4;3;3;3;6;7;7;7;9;9;7;6
"520993 Inaciolândia";1;2;3;3;4;4;4;5;5;4;5;5;5;5
"520995 Indiara";6;7;7;7;7;9;10;12;8;7;9;9;11;13
"521000 Inhumas";51;50;75;78;47;44;54;52;49;59;48;56;49;68
"521010 Ipameri";16;17;25;27;22;28;30;31;31;31;38;43;43;53
"521015 Ipiranga de Goiás";1;1;2;2;1;1;-;2;2;1;3;-;2;3
"521020 Iporá";30;27;36;39;36;33;37;34;34;37;35;33;22;30
"521030 Israelândia";2;3;3;3;4;3;3;3;2;2;2;3;3;5
"521040 Itaberaí";9;12;15;11;16;13;24;24;22;16;23;19;20;37
"521056 Itaguari";2;2;3;1;2;3;2;2;1;1;2;2;4;2
"521060 Itaguaru";6;5;4;4;5;4;2;5;6;6;5;4;5;9
"521080 Itajá";4;4;3;2;3;2;3;1;3;2;4;4;4;6
"521090 Itapaci";10;9;9;9;9;9;13;8;7;14;21;17;12;19
"521100 Itapirapuã";3;3;3;3;4;5;4;3;3;4;6;5;7;8
"521120 Itapuranga";22;26;25;28;22;21;29;23;25;25;32;36;32;34
"521130 Itarumã";-;-;2;4;2;1;3;3;3;2;5;2;2;4
"521140 Itauçu";6;6;7;8;5;3;2;5;8;7;7;5;5;6
"521150 Itumbiara";37;61;114;123;178;202;215;220;213;224;237;236;265;228
"521160 Ivolândia";1;1;3;2;3;1;2;3;2;2;3;3;2;3
"521170 Jandaia";3;3;4;3;3;3;2;2;4;4;3;4;3;3
"521180 Jaraguá";32;20;20;20;9;10;14;24;18;14;27;34;63;109
"521190 Jataí";55;86;135;130;131;131;144;165;168;193;167;159;164;212
"521200 Jaupaci";2;4;3;3;2;3;1;2;2;3;4;3;5;7
"521205 Jesúpolis";2;2;2;3;3;3;2;1;2;-;1;2;1;1
"521210 Joviânia";5;5;1;3;4;4;6;5;4;5;5;5;5;6
"521220 Jussara";15;17;19;17;18;18;25;18;22;18;18;19;18;22
"521225 Lagoa Santa";2;1;1;1;1;-;1;3;1;-;-;2;2;2
"521230 Leopoldo de Bulhões";8;4;4;3;3;5;5;2;1;2;2;1;5;3
"521250 Luziânia";45;68;101;100;92;88;91;89;76;88;94;95;104;172
"521260 Mairipotaba";2;2;2;2;2;2;4;4;4;4;4;4;2;2
"521270 Mambaí";2;2;1;2;2;2;4;4;3;2;5;2;2;6
"521280 Mara Rosa";5;5;5;5;5;5;4;4;3;5;5;6;6;10
"521290 Marzagão";2;2;2;2;2;1;4;2;2;2;1;4;2;4
